Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_Password_btn btn-default""))",Chrome 71.0.3578.98,,2019-02-07 16:05:48,2019-02-07 16:05:58,9.444s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Home/a_Services""))",Chrome 71.0.3578.98,,2019-02-07 16:05:58,2019-02-07 16:05:58,0.055s,PASSED
Thread.sleep(1000),Chrome 71.0.3578.98,,2019-02-07 16:05:58,2019-02-07 16:05:59,1.002s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Services/a_Check""))",Chrome 71.0.3578.98,,2019-02-07 16:05:59,2019-02-07 16:06:00,1.297s,PASSED
"setText(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Check/input_Global Trade Item Number""), Checkgtinlength)",Chrome 71.0.3578.98,,2019-02-07 16:06:00,2019-02-07 16:06:03,2.675s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Check/button_Search""))",Chrome 71.0.3578.98,,2019-02-07 16:06:03,2019-02-07 16:06:06,2.999s,PASSED
"verifyTextPresent(validation, false)",Chrome 71.0.3578.98,,2019-02-07 16:06:06,2019-02-07 16:06:06,0.048s,PASSED
,,,,,,
Test Cases/GCLD-9/Verify Valid Length of GTIN number,Chrome 71.0.3578.98,,2019-02-07 16:06:06,2019-02-07 16:06:34,28.128s,PASSED
"openBrowser(""https://cloud.test.gs1.org/gs1-portal"")",Chrome 71.0.3578.98,,2019-02-07 16:06:06,2019-02-07 16:06:12,6.535s,PASSED
"navigateToUrl(""https://gs1-sso-customsts.azurewebsites.net/Account/LoginSelector"")",Chrome 71.0.3578.98,,2019-02-07 16:06:12,2019-02-07 16:06:13,0.227s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_E-mail_Email""), email)",Chrome 71.0.3578.98,,2019-02-07 16:06:13,2019-02-07 16:06:13,0.163s,PASSED
Thread.sleep(1000),Chrome 71.0.3578.98,,2019-02-07 16:06:13,2019-02-07 16:06:14,1.003s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_Password_Password""), password)",Chrome 71.0.3578.98,,2019-02-07 16:06:14,2019-02-07 16:06:14,0.091s,PASSED
"click(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_Password_btn btn-default""))",Chrome 71.0.3578.98,,2019-02-07 16:06:14,2019-02-07 16:06:24,10.543s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Home/a_Services""))",Chrome 71.0.3578.98,,2019-02-07 16:06:24,2019-02-07 16:06:24,0.069s,PASSED
Thread.sleep(1000),Chrome 71.0.3578.98,,2019-02-07 16:06:24,2019-02-07 16:06:25,1.002s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Services/a_Check""))",Chrome 71.0.3578.98,,2019-02-07 16:06:25,2019-02-07 16:06:28,2.205s,PASSED
"setText(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Check/input_Global Trade Item Number""), Checkgtinlength)",Chrome 71.0.3578.98,,2019-02-07 16:06:28,2019-02-07 16:06:31,3.632s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Check/button_Search""))",Chrome 71.0.3578.98,,2019-02-07 16:06:31,2019-02-07 16:06:34,2.600s,PASSED
"verifyTextPresent(validation, false)",Chrome 71.0.3578.98,,2019-02-07 16:06:34,2019-02-07 16:06:34,0.049s,PASSED
,,,,,,
Test Cases/GCLD-9/Verify Valid Length of GTIN number,Chrome 71.0.3578.98,,2019-02-07 16:06:34,2019-02-07 16:07:02,28.267s,PASSED
"openBrowser(""https://cloud.test.gs1.org/gs1-portal"")",Chrome 71.0.3578.98,,2019-02-07 16:06:34,2019-02-07 16:06:39,4.947s,PASSED
"navigateToUrl(""https://gs1-sso-customsts.azurewebsites.net/Account/LoginSelector"")",Chrome 71.0.3578.98,,2019-02-07 16:06:39,2019-02-07 16:06:40,0.871s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_E-mail_Email""), email)",Chrome 71.0.3578.98,,2019-02-07 16:06:40,2019-02-07 16:06:40,0.156s,PASSED
Thread.sleep(1000),Chrome 71.0.3578.98,,2019-02-07 16:06:40,2019-02-07 16:06:41,1.002s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_Password_Password""), password)",Chrome 71.0.3578.98,,2019-02-07 16:06:41,2019-02-07 16:06:41,0.080s,PASSED
"click(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_Password_btn btn-default""))",Chrome 71.0.3578.98,,2019-02-07 16:06:41,2019-02-07 16:06:51,9.955s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Home/a_Services""))",Chrome 71.0.3578.98,,2019-02-07 16:06:51,2019-02-07 16:06:51,0.072s,PASSED
Thread.sleep(1000),Chrome 71.0.3578.98,,2019-02-07 16:06:51,2019-02-07 16:06:52,1.003s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Services/a_Check""))",Chrome 71.0.3578.98,,2019-02-07 16:06:52,2019-02-07 16:06:54,1.500s,PASSED
"setText(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Check/input_Global Trade Item Number""), Checkgtinlength)",Chrome 71.0.3578.98,,2019-02-07 16:06:54,2019-02-07 16:06:59,5.176s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Check/button_Search""))",Chrome 71.0.3578.98,,2019-02-07 16:06:59,2019-02-07 16:07:02,3.435s,PASSED
"verifyTextPresent(validation, false)",Chrome 71.0.3578.98,,2019-02-07 16:07:02,2019-02-07 16:07:02,0.050s,PASSED
,,,,,,
Test Cases/GCLD-9/Verify Valid Length of GTIN number,Chrome 71.0.3578.98,,2019-02-07 16:07:02,2019-02-07 16:07:31,28.569s,PASSED
"openBrowser(""https://cloud.test.gs1.org/gs1-portal"")",Chrome 71.0.3578.98,,2019-02-07 16:07:02,2019-02-07 16:07:08,6.129s,PASSED
"navigateToUrl(""https://gs1-sso-customsts.azurewebsites.net/Account/LoginSelector"")",Chrome 71.0.3578.98,,2019-02-07 16:07:08,2019-02-07 16:07:09,0.328s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_E-mail_Email""), email)",Chrome 71.0.3578.98,,2019-02-07 16:07:09,2019-02-07 16:07:09,0.142s,PASSED
Thread.sleep(1000),Chrome 71.0.3578.98,,2019-02-07 16:07:09,2019-02-07 16:07:10,1.001s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_Password_Password""), password)",Chrome 71.0.3578.98,,2019-02-07 16:07:10,2019-02-07 16:07:10,0.094s,PASSED
"click(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_Password_btn btn-default""))",Chrome 71.0.3578.98,,2019-02-07 16:07:10,2019-02-07 16:07:20,10.551s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Home/a_Services""))",Chrome 71.0.3578.98,,2019-02-07 16:07:20,2019-02-07 16:07:21,0.068s,PASSED
Thread.sleep(1000),Chrome 71.0.3578.98,,2019-02-07 16:07:21,2019-02-07 16:07:22,1.005s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Services/a_Check""))",Chrome 71.0.3578.98,,2019-02-07 16:07:22,2019-02-07 16:07:23,1.429s,PASSED
"setText(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Check/input_Global Trade Item Number""), Checkgtinlength)",Chrome 71.0.3578.98,,2019-02-07 16:07:23,2019-02-07 16:07:27,4.497s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Check/button_Search""))",Chrome 71.0.3578.98,,2019-02-07 16:07:27,2019-02-07 16:07:31,3.268s,PASSED
"verifyTextPresent(validation, false)",Chrome 71.0.3578.98,,2019-02-07 16:07:31,2019-02-07 16:07:31,0.048s,PASSED
,,,,,,
Test Cases/GCLD-9/Verify Valid Length of GTIN number,Chrome 71.0.3578.98,,2019-02-07 16:07:31,2019-02-07 16:07:59,28.369s,PASSED
"openBrowser(""https://cloud.test.gs1.org/gs1-portal"")",Chrome 71.0.3578.98,,2019-02-07 16:07:31,2019-02-07 16:07:36,5.623s,PASSED
"navigateToUrl(""https://gs1-sso-customsts.azurewebsites.net/Account/LoginSelector"")",Chrome 71.0.3578.98,,2019-02-07 16:07:36,2019-02-07 16:07:37,0.616s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_E-mail_Email""), email)",Chrome 71.0.3578.98,,2019-02-07 16:07:37,2019-02-07 16:07:37,0.142s,PASSED
Thread.sleep(1000),Chrome 71.0.3578.98,,2019-02-07 16:07:37,2019-02-07 16:07:38,1.003s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_Password_Password""), password)",Chrome 71.0.3578.98,,2019-02-07 16:07:38,2019-02-07 16:07:38,0.091s,PASSED
"click(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_Password_btn btn-default""))",Chrome 71.0.3578.98,,2019-02-07 16:07:38,2019-02-07 16:07:52,13.441s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Home/a_Services""))",Chrome 71.0.3578.98,,2019-02-07 16:07:52,2019-02-07 16:07:52,0.066s,PASSED
Thread.sleep(1000),Chrome 71.0.3578.98,,2019-02-07 16:07:52,2019-02-07 16:07:53,1.001s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Services/a_Check""))",Chrome 71.0.3578.98,,2019-02-07 16:07:53,2019-02-07 16:07:54,1.562s,PASSED
"setText(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Check/input_Global Trade Item Number""), Checkgtinlength)",Chrome 71.0.3578.98,,2019-02-07 16:07:54,2019-02-07 16:07:57,2.865s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Check/button_Search""))",Chrome 71.0.3578.98,,2019-02-07 16:07:57,2019-02-07 16:07:59,1.894s,PASSED
"verifyTextPresent(validation, false)",Chrome 71.0.3578.98,,2019-02-07 16:07:59,2019-02-07 16:07:59,0.052s,PASSED
,,,,,,
Test Cases/GCLD-9/Verify Valid Length of GTIN number,Chrome 71.0.3578.98,,2019-02-07 16:07:59,2019-02-07 16:08:49,49.523s,FAILED
"openBrowser(""https://cloud.test.gs1.org/gs1-portal"")",Chrome 71.0.3578.98,,2019-02-07 16:07:59,2019-02-07 16:08:06,7.167s,PASSED
"navigateToUrl(""https://gs1-sso-customsts.azurewebsites.net/Account/LoginSelector"")",Chrome 71.0.3578.98,,2019-02-07 16:08:06,2019-02-07 16:08:07,0.234s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_E-mail_Email""), email)",Chrome 71.0.3578.98,,2019-02-07 16:08:07,2019-02-07 16:08:07,0.151s,PASSED
Thread.sleep(1000),Chrome 71.0.3578.98,,2019-02-07 16:08:07,2019-02-07 16:08:08,1.001s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_Password_Password""), password)",Chrome 71.0.3578.98,,2019-02-07 16:08:08,2019-02-07 16:08:08,0.097s,PASSED
"click(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_Password_btn btn-default""))",Chrome 71.0.3578.98,,2019-02-07 16:08:08,2019-02-07 16:08:16,8.215s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Home/a_Services""))",Chrome 71.0.3578.98,,2019-02-07 16:08:16,2019-02-07 16:08:16,0.057s,PASSED
Thread.sleep(1000),Chrome 71.0.3578.98,,2019-02-07 16:08:16,2019-02-07 16:08:17,1.005s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Services/a_Check""))",Chrome 71.0.3578.98,,2019-02-07 16:08:17,2019-02-07 16:08:17,0.064s,PASSED
"setText(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Check/input_Global Trade Item Number""), Checkgtinlength)",Chrome 71.0.3578.98,,2019-02-07 16:08:17,2019-02-07 16:08:49,31.516s,FAILED
,,,,,,
Test Cases/GCLD-9/Verify Valid Length of GTIN number,Chrome 71.0.3578.98,,2019-02-07 16:08:49,2019-02-07 16:09:18,29.335s,PASSED
"openBrowser(""https://cloud.test.gs1.org/gs1-portal"")",Chrome 71.0.3578.98,,2019-02-07 16:08:49,2019-02-07 16:08:55,5.862s,PASSED
"navigateToUrl(""https://gs1-sso-customsts.azurewebsites.net/Account/LoginSelector"")",Chrome 71.0.3578.98,,2019-02-07 16:08:55,2019-02-07 16:08:55,0.297s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_E-mail_Email""), email)",Chrome 71.0.3578.98,,2019-02-07 16:08:55,2019-02-07 16:08:55,0.159s,PASSED
Thread.sleep(1000),Chrome 71.0.3578.98,,2019-02-07 16:08:55,2019-02-07 16:08:56,1.004s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_Password_Password""), password)",Chrome 71.0.3578.98,,2019-02-07 16:08:56,2019-02-07 16:08:56,0.100s,PASSED
"click(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_Password_btn btn-default""))",Chrome 71.0.3578.98,,2019-02-07 16:08:56,2019-02-07 16:09:07,10.886s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Home/a_Services""))",Chrome 71.0.3578.98,,2019-02-07 16:09:07,2019-02-07 16:09:07,0.066s,PASSED
Thread.sleep(1000),Chrome 71.0.3578.98,,2019-02-07 16:09:07,2019-02-07 16:09:08,1.001s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Services/a_Check""))",Chrome 71.0.3578.98,,2019-02-07 16:09:08,2019-02-07 16:09:09,0.851s,PASSED
"setText(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Check/input_Global Trade Item Number""), Checkgtinlength)",Chrome 71.0.3578.98,,2019-02-07 16:09:09,2019-02-07 16:09:12,2.579s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Check/button_Search""))",Chrome 71.0.3578.98,,2019-02-07 16:09:12,2019-02-07 16:09:18,6.470s,PASSED
"verifyTextPresent(validation, false)",Chrome 71.0.3578.98,,2019-02-07 16:09:18,2019-02-07 16:09:18,0.049s,PASSED
,,,,,,
Test Cases/GCLD-9/Verify Valid Length of GTIN number,Chrome 71.0.3578.98,,2019-02-07 16:09:18,2019-02-07 16:09:41,22.846s,PASSED
"openBrowser(""https://cloud.test.gs1.org/gs1-portal"")",Chrome 71.0.3578.98,,2019-02-07 16:09:18,2019-02-07 16:09:24,5.566s,PASSED
"navigateToUrl(""https://gs1-sso-customsts.azurewebsites.net/Account/LoginSelector"")",Chrome 71.0.3578.98,,2019-02-07 16:09:24,2019-02-07 16:09:24,0.292s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_E-mail_Email""), email)",Chrome 71.0.3578.98,,2019-02-07 16:09:24,2019-02-07 16:09:24,0.145s,PASSED
Thread.sleep(1000),Chrome 71.0.3578.98,,2019-02-07 16:09:24,2019-02-07 16:09:25,1.001s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_Password_Password""), password)",Chrome 71.0.3578.98,,2019-02-07 16:09:25,2019-02-07 16:09:25,0.095s,PASSED
"click(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_Password_btn btn-default""))",Chrome 71.0.3578.98,,2019-02-07 16:09:25,2019-02-07 16:09:34,9.245s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Home/a_Services""))",Chrome 71.0.3578.98,,2019-02-07 16:09:34,2019-02-07 16:09:34,0.070s,PASSED
Thread.sleep(1000),Chrome 71.0.3578.98,,2019-02-07 16:09:34,2019-02-07 16:09:35,1.001s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Services/a_Check""))",Chrome 71.0.3578.98,,2019-02-07 16:09:35,2019-02-07 16:09:36,0.876s,PASSED
"setText(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Check/input_Global Trade Item Number""), Checkgtinlength)",Chrome 71.0.3578.98,,2019-02-07 16:09:36,2019-02-07 16:09:39,2.646s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Check/button_Search""))",Chrome 71.0.3578.98,,2019-02-07 16:09:39,2019-02-07 16:09:41,1.849s,PASSED
"verifyTextPresent(validation, false)",Chrome 71.0.3578.98,,2019-02-07 16:09:41,2019-02-07 16:09:41,0.048s,PASSED
,,,,,,
Test Cases/GCLD-9/Verify Valid Length of GTIN number,Chrome 71.0.3578.98,,2019-02-07 16:09:41,2019-02-07 16:10:03,22.103s,PASSED
"openBrowser(""https://cloud.test.gs1.org/gs1-portal"")",Chrome 71.0.3578.98,,2019-02-07 16:09:41,2019-02-07 16:09:46,5.342s,PASSED
"navigateToUrl(""https://gs1-sso-customsts.azurewebsites.net/Account/LoginSelector"")",Chrome 71.0.3578.98,,2019-02-07 16:09:46,2019-02-07 16:09:47,0.300s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_E-mail_Email""), email)",Chrome 71.0.3578.98,,2019-02-07 16:09:47,2019-02-07 16:09:47,0.164s,PASSED
Thread.sleep(1000),Chrome 71.0.3578.98,,2019-02-07 16:09:47,2019-02-07 16:09:48,1.001s,PASSED
